						Obtainability																																														Base Stats										1																	XP and EV Yield								Gender Ratio		Type Effectiveness																		Gen 9Moveset				
197	197	Umbreon	Moonlight Pokémon	Dark						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	95	65	110	60	130	65	525	Black	Quadruped		Synchronize		Inner Focus	High friendship during nighttime	45	15	Field		35	4480	Medium Fast	"1,000,000"	1	3′03″	27	59.5	35	184	0	0	0	0	2	0	2	87.50%	12.50%	1	1	1	1	1	1	2	1	1	1	0	2	1	0.5	1	0.5	1	2	226-1|44-1|204-1|383-1|343-1|38-1|45-1|270-1|129-1|33-1|39-1|36-1|28-5|98-10|608-15|109-20|372-25|236-30|385-35|399-40|103-45|212-50|387-55	36-TM|204-TM|313-TM|189-TM|184-TM|182-TM|109-TM|168-TM|885-TM|263-TM|555-TM|129-TM|500-TM|203-TM|241-TM|240-TM|91-TM|492-TM|34-TM|214-TM|115-TM|113-TM|86-TM|156-TM|269-TM|399-TM|285-TM|164-TM|242-TM|247-TM|304-TM|94-TM|347-TM|270-TM|226-TM|416-TM|63-TM|851-TM|46-TM|92-TM|180-TM|311-TM|808-TM|244-TM|38-TM|675-TM|174-TM|914-TM	174-EM|197-EM|24-EM|175-EM|189-EM|321-EM|273-EM|281-EM	555-EV	
198	198	Murkrow	Darkness Pokémon	Dark	Flying					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE									TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	60	85	42	85	42	91	405	Black	1 Pair of Wings		Insomnia	Super Luck	Prankster		30	10	Flying		20	2560	Medium Slow	"1,059,860"	0.5	1′08″	2.1	4.6	35	81	0	0	0	0	0	1	1	50%	50%	1	1	1	2	0.5	2	1	1	0	1	0	1	2	0.5	1	0.5	1	2	310-1|64-1|16-5|114-11|17-15|101-21|372-25|269-31|212-35|492-40|389-50|259-55|511-60	36-TM|189-TM|184-TM|182-TM|512-TM|109-TM|168-TM|263-TM|332-TM|506-TM|555-TM|196-TM|314-TM|101-TM|203-TM|241-TM|240-TM|369-TM|492-TM|403-TM|214-TM|86-TM|156-TM|269-TM|399-TM|19-TM|164-TM|366-TM|247-TM|257-TM|94-TM|347-TM|417-TM|416-TM|542-TM|63-TM|413-TM|851-TM|114-TM|180-TM|253-TM|814-TM|808-TM|38-TM|297-TM|917-TM	413-EM|109-EM|65-EM|297-EM|260-EM|195-EM|103-EM|143-EM|18-EM		
199	199	Slowking	Royal Pokémon	Water	Psychic					TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE		TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	95	75	80	100	110	30	490	Pink	Bipedal+Tail		Oblivious	Own Tempo	Regenerator	Trade holding King's Rock	70	23.33	Monster	Water 1	20	2560	Medium Fast	"1,000,000"	2	6′07″	79.5	175.3	50	172	0	0	0	0	2	0	2	50%	50%	1	0.5	0.5	2	2	0.5	0.5	1	1	1	0.5	2	1	2	1	2	0.5	1	174-1|45-1|417-1|408-1|207-1|33-1|55-1|281-9|93-12|50-15|352-18|29-21|133-27|57-30|303-33|94-36|244-39|240-42|505-45	36-TM|182-TM|352-TM|60-TM|886-TM|263-TM|523-TM|129-TM|196-TM|341-TM|317-TM|500-TM|374-TM|419-TM|203-TM|241-TM|240-TM|883-TM|473-TM|91-TM|280-TM|428-TM|492-TM|34-TM|7-TM|9-TM|8-TM|214-TM|409-TM|115-TM|113-TM|127-TM|118-TM|447-TM|86-TM|156-TM|157-TM|286-TM|285-TM|408-TM|164-TM|334-TM|271-TM|710-TM|247-TM|94-TM|57-TM|53-TM|133-TM|347-TM|270-TM|58-TM|678-TM|417-TM|126-TM|56-TM|59-TM|89-TM|416-TM|411-TM|433-TM|63-TM|851-TM|503-TM|264-TM|311-TM|244-TM|250-TM|330-TM|248-TM|797-TM|174-TM|917-TM	562-EM|187-EM|335-EM|23-EM		881-R|248-R
199		Galarian Slowking	Shaman Pokémon	Poison	Psychic																																FALSE	FALSE	FALSE	FALSE	FALSE	FALSE				FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	95	65	80	110	110	30	490	Pink	Bipedal+Tail		Curious Medicine	Own Tempo	Regenerator	Galarcia Wreath	70	23.33	Monster	Water 1	20	2560	Medium Fast	"1,000,000"	1.8	5′11″	79.5	175.3	50	172	0	0	0	0	2	0	2	50%	50%	1	1	1	1	0.5	1	0.25	0.5	2	1	1	1	1	2	1	2	1	0.5	51-1|174-1|45-1|417-1|408-1|207-1|33-1|281-9|93-12|50-15|352-18|29-21|428-24|133-27|57-30|303-33|94-36|244-39|240-42|505-45	36-TM|184-TM|182-TM|352-TM|491-TM|60-TM|886-TM|263-TM|523-TM|506-TM|555-TM|129-TM|196-TM|341-TM|490-TM|500-TM|374-TM|474-TM|419-TM|203-TM|241-TM|240-TM|883-TM|473-TM|91-TM|280-TM|428-TM|492-TM|34-TM|7-TM|9-TM|214-TM|409-TM|113-TM|127-TM|118-TM|447-TM|86-TM|398-TM|707-TM|156-TM|269-TM|390-TM|286-TM|285-TM|408-TM|441-TM|164-TM|334-TM|271-TM|710-TM|247-TM|94-TM|57-TM|53-TM|133-TM|347-TM|270-TM|58-TM|678-TM|417-TM|126-TM|56-TM|59-TM|188-TM|89-TM|416-TM|411-TM|433-TM|63-TM|851-TM|92-TM|311-TM|244-TM|250-TM|330-TM|482-TM|248-TM|797-TM|174-TM|917-TM	562-EM|187-EM|335-EM|23-EM	826-EV	881-R|248-R|92-R
200	200	Misdreavus	Screech Pokémon	Ghost						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE									TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	60	60	60	85	85	85	435	Gray	Head		Levitate				45	15	Amorphous		25	3200	Fast	"800,000"	0.7	2′04″	1	2.2	35	87	0	0	0	0	1	0	1	50%	50%	0	1	1	1	1	1	0	0.5	1	1	1	0.5	1	2	1	2	1	1	93-1|45-1|310-10|109-14|212-19|506-23|60-28|220-32|371-37|247-41|195-46|408-50	204-TM|313-TM|184-TM|182-TM|60-TM|109-TM|168-TM|451-TM|263-TM|506-TM|129-TM|345-TM|196-TM|577-TM|500-TM|101-TM|203-TM|241-TM|240-TM|883-TM|473-TM|492-TM|214-TM|605-TM|447-TM|86-TM|156-TM|269-TM|286-TM|399-TM|285-TM|408-TM|164-TM|261-TM|271-TM|247-TM|304-TM|412-TM|94-TM|85-TM|347-TM|270-TM|417-TM|566-TM|416-TM|433-TM|63-TM|87-TM|851-TM|180-TM|807-TM|809-TM|220-TM|244-TM|248-TM|174-TM|917-TM	174-EM|194-EM|286-EM|262-EM|103-EM|425-EM|180-EM|389-EM|472-EM		
201	201	Unown A	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown B	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown C	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown D	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown E	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown F	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown G	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown H	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown I	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown J	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown K	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown L	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown M	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown N	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown O	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown P	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown Q	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown R	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown S	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown T	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown U	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown V	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown W	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown X	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown Y	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown Z	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown !	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
201		Unown ?	Symbol Pokémon	Psychic						TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE	TRUE							48	72	48	72	48	48	336	Black	Head		Levitate				225	75			40	5120	Medium Fast	"1,000,000"	0.5	1′08″	5	11	50	118	0	1	0	1	0	0	2	Unknown		1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
202	202	Wobbuffet	Patient Pokémon	Psychic						TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE			TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE								190	33	58	33	58	33	405	Blue	Head+Base		Shadow Tag		Telepathy	Level 15	45	15	Amorphous		20	2560	Medium Fast	"1,000,000"	1.3	4′03″	28.5	62.8	50	142	2	0	0	0	0	0	2	50%	50%	1	1	1	1	1	1	0.5	1	1	1	0.5	2	1	2	1	2	1	1					
203	203	Girafarig	Long Neck Pokémon	Normal	Psychic					TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE									TRUE	TRUE		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	70	80	65	90	65	85	455	Yellow	Quadruped		Inner Focus	Early Bird	Sap Sipper		60	20	Field		20	2560	Medium Fast	"1,000,000"	1.5	4′11″	41.5	91.5	50	159	0	0	0	2	0	0	2	50%	50%	1	1	1	1	1	1	1	1	1	1	0.5	2	1	0	1	2	1	1	310-1|45-1|385-1|384-1|33-1|93-5|372-10|23-14|60-19|97-23|458-28|888-32|242-37|226-41|417-46|94-50	36-TM|97-TM|182-TM|67-TM|60-TM|109-TM|168-TM|885-TM|451-TM|263-TM|523-TM|129-TM|500-TM|203-TM|241-TM|240-TM|473-TM|428-TM|492-TM|706-TM|34-TM|214-TM|115-TM|113-TM|605-TM|447-TM|86-TM|707-TM|156-TM|286-TM|285-TM|164-TM|242-TM|271-TM|247-TM|304-TM|412-TM|94-TM|85-TM|133-TM|347-TM|270-TM|226-TM|678-TM|417-TM|89-TM|416-TM|433-TM|63-TM|87-TM|851-TM|356-TM|667-TM|253-TM|244-TM|38-TM|283-TM|248-TM|797-TM|917-TM	502-EM|251-EM|24-EM|248-EM|212-EM|243-EM|36-EM|253-EM|273-EM		
204	204	Pineco	Bagworm Pokémon	Bug						TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE									TRUE	TRUE		TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	50	65	90	35	35	15	290	Gray	Head		Sturdy		Overcoat		190	63.33	Bug		20	2560	Medium Fast	"1,000,000"	0.6	2′00″	7.2	15.9	50	58	0	0	1	0	0	0	1	50%	50%	1	2	1	1	0.5	1	0.5	1	0.5	2	1	1	2	1	1	1	1	1	182-1|33-1|120-6|450-9|36-12|229-17|205-20|174-23|191-28|371-31|153-34|334-39|360-42|38-45	36-TM|182-TM|522-TM|884-TM|263-TM|523-TM|129-TM|317-TM|474-TM|203-TM|241-TM|240-TM|201-TM|91-TM|34-TM|214-TM|402-TM|115-TM|113-TM|350-TM|398-TM|156-TM|157-TM|191-TM|390-TM|164-TM|334-TM|529-TM|202-TM|446-TM|861-TM|270-TM|179-TM|405-TM|76-TM|851-TM|328-TM|356-TM|360-TM|450-TM|679-TM|220-TM|38-TM|174-TM	68-EM|175-EM|42-EM|379-EM|328-EM|129-EM|390-EM		
